film_id,genre,director_name,title,length,rating
1254,romance,Bryan Sanders,Quality quite surface allow short toward adult.,2.71,63.96356823836783
1255,comedy,David Brown,Dark same address foreign alone.,0.48000000000000004,53.257290727705524
1256,documentary,Emily Harrell,Rest serve certainly establish law.,1.45,53.58493902137708
1257,documentary,David Todd,Way term result quite young enough near.,0.48000000000000004,61.764322347007656
1258,romance,Dawn White,Real use tend truth experience.,2.81,60.64445860783608
1259,comedy,Karen Wood,Lawyer his management hundred avoid participant.,0.22,52.02261124971548
1260,romance,Andrew Campbell,Style trial certainly although century indicate.,1.0,63.177048069688894
1261,documentary,Wendy Silva,Future participant wife pay father.,2.7,39.30388080435126
1262,romance,Rachel Brown,Human some next direction board reason career.,2.71,48.00188268181803
1263,romance,Christian Yang Jr.,Democratic compare hit community avoid boy ready.,2.4400000000000004,43.95200381687052
1264,scifi,Sharon Williams,Particularly majority business shake happy.,1.75,43.49691811320576
1265,comedy,Jeffrey Ward,On she week inside your project.,2.16,58.969210072052874
1266,documentary,Christine Miller,Well office always prevent.,1.92,53.61117312355506
1267,romance,Alexandra Martin,Next common quickly film week.,0.45,46.50552903874765
1268,romance,Erica Raymond,Plant behind adult nature job focus wait.,1.16,52.75722934260524
1269,documentary,Michele Davies,Region body culture newspaper art spring there.,1.69,44.92650598107662
1270,romance,Jennifer Foley,Bag author loss responsibility receive speech behavior.,0.43000000000000005,43.11384625978776
1271,romance,Christopher Reed,Marriage meeting change quite loss wear.,1.4,48.33508452445951
1272,documentary,Sylvia Whitehead,Amount there upon establish nothing image.,3.04,52.52464838173228
1273,comedy,Alan Parker,Series whose manage set.,0.28,45.319612391570686
1274,romance,Elizabeth Simmons,Rich great impact.,0.27,61.60876037794878
1275,romance,Brandi Cook,See somebody clearly cup choose range else.,1.8299999999999998,38.2448915324463
1276,scifi,Tina Aguirre,Director chance type office.,0.8800000000000001,55.68603665326708
1277,romance,Michael Kelley,North first key director.,0.25,53.519686339166654
1278,documentary,Samuel Bennett,Generation arrive from yourself.,2.56,65.00277889032327
1279,documentary,Kelly Barajas,Will end by.,1.27,48.90090657966885
1280,scifi,Todd Robinson,Often maintain local real mission oil.,1.44,49.52894633002819
1281,documentary,Dorothy Stokes,Note gas detail term.,2.3000000000000003,60.42246478849785
1282,comedy,John Beard,Draw number scientist fill.,0.8800000000000001,40.34398641107579
1283,romance,Desiree Wilson,Thus painting main news large certainly.,1.82,56.87853731697751
1284,comedy,Nicholas Macias,Service yourself strategy open especially exactly.,2.21,35.29480537699955
1285,scifi,Kelly Barnes,Throw the clearly sometimes vote senior billion.,1.89,52.35071349582006
1286,documentary,Gina Glenn,Care require bad former right two again nice.,0.27,57.16808566704328
1287,romance,Teresa Grant,Certain office market.,2.5,54.034705676151226
1288,romance,George Richards,Yeah item authority institution former week government.,2.29,56.183329791779315
1289,romance,April Taylor,Produce always our sense.,0.8800000000000001,49.35305898876971
1290,romance,Crystal Hamilton,Million leader professor name.,3.0700000000000003,50.11741087331534
1291,documentary,Angel Montgomery,Worry spend born across light knowledge.,0.8700000000000001,62.85293199544539
1292,scifi,Jason Lewis,Agreement young thing pull town month.,2.37,54.09504882757513
1293,scifi,Travis Mcclure,Agency wish no seem.,2.8600000000000003,32.89987953253041
1294,comedy,Amy Black,System mention very food physical model somebody month.,0.48000000000000004,68.6395993614465
1295,scifi,John Frye,Rather your card success.,1.56,39.443715761003716
1296,comedy,Jeremiah Espinoza,War key see market decide learn agent true.,0.39,41.68099826654303
1297,romance,Amanda Brown,Its newspaper million.,1.15,53.749948009758896
1298,scifi,Michael Garcia,Body bill wait measure music tax box.,3.12,45.7135785227437
1299,romance,Jessica Landry,Sister board show help environmental.,3.14,57.517961260804405
1300,documentary,Katrina Mcknight,Care shoulder group word baby also.,2.0700000000000003,49.4687618202783
1301,romance,Edward Wilson,Spend tree product glass.,3.0700000000000003,55.29890556403587
1302,scifi,Linda Anderson,Lay spend clearly point common tree.,1.6199999999999999,44.95898759796955
1303,documentary,Kathryn Reynolds,Pass table effect lot where two.,0.6699999999999999,54.56476579625133
1304,scifi,Kristi Castillo,Clear full customer market manage street shake.,3.0100000000000002,41.955320800227334
1305,documentary,Sarah Cuevas,Southern anything son at.,1.77,64.75874789538912
1306,documentary,Joseph Howard,Down yard vote near approach.,0.45,52.15519804834158
1307,scifi,Brian Small,Key machine day history everyone performance of.,1.72,36.480976088756194
1308,documentary,Jesse Davenport,National today after population full serious even.,2.49,60.12727551612896
1309,romance,Christopher Wright,Several work indicate fine stock size quickly.,0.55,38.857936193627694
1310,documentary,William Franklin,Father most career provide best lead consider.,2.9400000000000004,51.19047407220115
1311,comedy,Gary Davis,Report improve church positive civil decade.,0.34,53.27764426026536
1312,romance,Kristen Howe,Resource consumer stop throw participant ability.,3.0,57.96976983696106
1313,documentary,Jennifer Alvarez,Not training enough environment or.,1.93,28.33040713914723
1314,romance,Joseph Reynolds,Sell this four ability population.,2.9000000000000004,43.665632730753956
1315,romance,Linda Armstrong,Cause expert continue choose its health hour.,1.21,45.14245768272882
1316,comedy,Vincent Hernandez Jr.,Hair speak front contain surface first each.,0.8600000000000001,57.092370191045845
1317,documentary,Darren Fletcher,Challenge great war.,1.29,44.77559058629747
1318,scifi,Bianca Holden,Material build anything north sit recent teacher.,0.8200000000000001,51.74425982168845
1319,documentary,Jordan Skinner,Fish easy side into could.,0.75,53.96187032747816
1320,documentary,Dennis Wilson,Everyone bring country forget behind.,2.35,42.22014293535237
1321,romance,Austin Boyd,Feeling building less.,0.8300000000000001,41.25707598477458
1322,scifi,Paul Osborne,Just ever sort condition those first stop claim.,0.8300000000000001,55.835836369773205
1323,scifi,Lucas Martin,Government data want certainly leg accept section.,1.66,44.71958043492452
1324,documentary,Melissa Ortega,Team will region attention suggest rather born.,0.32,38.954170626639026
1325,comedy,Barbara Rice,Open stuff raise appear around east.,1.72,56.717481172021486
1326,romance,Nicholas Anderson,Pay evening smile sea line.,0.6799999999999999,52.67726513359976
1327,comedy,Sydney Morgan,Much market beyond.,0.48000000000000004,52.54827866450145
1328,comedy,Michelle Merritt,Reason crime within tend notice.,0.32,48.849846369253996
1329,comedy,Frank Collins,Know many anything still before walk.,2.8000000000000003,54.04461516752499
1330,romance,Ashlee Munoz,Trial whom notice change successful go there mission.,1.98,34.582427519326934
1331,comedy,Amy Owens,Example score pay question yourself social.,0.49,45.17709921512004
1332,scifi,Sarah Herring,Same happy peace same PM finish.,2.6100000000000003,50.52909008352987
1333,scifi,Donna Moreno,Begin democratic near concern tell friend.,3.1500000000000004,52.167460683415754
1334,documentary,Cassandra Ray,Here development difference no base allow.,1.04,53.38573972730225
1335,romance,Charles Calderon,Bad ground behind.,2.9000000000000004,40.033428982611646
1336,comedy,William Franklin,Assume yourself recognize reality result arrive pay.,2.37,59.667805194793225
1337,documentary,Gina Clayton,And dinner want require evening.,0.48000000000000004,54.20933478501887
1338,scifi,Max Black,Glass what lawyer forward.,1.12,41.68329838764587
1339,scifi,Michael Johnson,Democratic sort foot throw.,2.81,42.583731964590704
1340,scifi,Dwayne Velez,Require close company deal economic pull author.,2.27,61.830384947255375
1341,romance,Lisa Pierce,Important well bed set keep write.,1.41,62.151825473846394
1342,comedy,Amy Lopez,Avoid prepare class guy.,0.69,53.49189540401362
1343,documentary,Morgan Wells,Remember boy area time.,1.95,36.60266953926792
1344,comedy,Jennifer Berger,Include bank factor rise must.,3.02,64.9664190769893
1345,scifi,Alexis Stuart,Understand feel worker city personal study.,0.22,64.87469560141936
1346,documentary,Shannon Pugh,City that issue since large account think gun.,2.52,61.53516759403248
1347,comedy,Cindy Blair,Follow network key accept eight hotel the officer.,2.58,46.52263023333031
1348,comedy,Darius English,Send book American exist participant.,1.3299999999999998,40.6207793201979
1349,documentary,Tammy Smith,Green year floor alone.,3.18,41.828237251839724
1350,scifi,Mr. Keith Rodriguez,Save recently office evidence.,1.57,44.32615908379243
1351,romance,John Salazar,Agent end reduce company development usually.,3.0300000000000002,40.842644580811886
1352,comedy,Deanna Sampson,Structure realize local report raise it society.,0.76,34.94558988261438
1353,documentary,Manuel Martin,Trial quite response many moment.,2.06,38.3803991296211
1354,romance,Andrew Johnson,Raise fear call resource clearly until rock.,1.3499999999999999,50.091811683187316
1355,romance,Amber Hicks,In individual create might second strategy score.,0.69,56.19712377808429
1356,romance,Tracy Holmes,Despite administration possible recognize.,2.5500000000000003,40.102449988434074
1357,documentary,Tina Becker,Deep everybody hit to pull or upon.,2.33,57.83380601618576
1358,comedy,Laura Barnes,Article step follow Mrs wall consider.,0.5900000000000001,52.956794330383524
1359,scifi,Patricia Gardner,Important son site consider must culture party.,1.5899999999999999,49.58652881440812
1360,comedy,David Garcia,Relate brother thus.,2.43,44.88938304588225
1361,scifi,Jeffrey Cunningham,Health base financial should month girl.,0.33,57.71254906237746
1362,documentary,Taylor James,Name notice visit imagine kid once many pass.,2.97,55.29141959931506
1363,romance,Hunter Contreras,Even international unit group artist then design.,1.24,64.58563055643846
1364,comedy,Jessica Garza,Authority campaign Congress watch smile.,2.0100000000000002,56.23080290046774
1365,comedy,Cameron Morris,Well Mr subject trip address tree get.,2.13,60.58384842900769
1366,comedy,Julie Thompson,Wear population compare suggest specific yeah offer remain.,1.23,23.03755886998731
1367,romance,Gail Gaines,Statement near central mean similar newspaper.,1.17,44.44833357279718
1368,comedy,Kendra Huerta,Red in professor reveal which.,1.51,40.29839013131526
1369,romance,Jay Fleming,Like successful watch trade road physical voice.,1.01,49.07300369279618
1370,romance,Travis Jackson MD,Agent head sit organization talk.,2.3800000000000003,51.309001971478395
1371,scifi,Michael Hays,Fish represent public eight performance outside.,0.77,39.204762477662086
1372,scifi,Lisa Randall,Bad tree easy process rock.,0.5700000000000001,40.921779609750175
1373,romance,James Cameron,Will past speech in history.,0.94,49.867619359985234
1374,romance,Julie Rivas,Enough bring measure a.,1.5,59.26851868626068
1375,documentary,Robert Ortega,Buy lawyer everybody customer while wind professional sign.,1.08,46.82196780045761
1376,comedy,Curtis Ford,Cut Congress movement per question.,3.1100000000000003,43.452348533745415
1377,scifi,Shane Holmes,Break prove part project maintain know.,2.89,35.63496835933714
1378,scifi,Marc Strong,Speech consider poor ok nature where concern.,2.41,37.33063090749131
1379,comedy,Kerry Anderson,Discover tonight make.,1.78,38.496677968413266
1380,romance,Melissa Stafford,Through air deep whom.,1.8299999999999998,43.17961829772403
1381,scifi,Anthony Miller,Against son clearly month Congress draw magazine.,2.58,52.55812183086336
1382,romance,Susan Spence,Leg already color by spring most lay.,0.24000000000000002,49.33890967379023
1383,comedy,Terrence Robinson,Pay myself bank continue fine our check.,3.0300000000000002,50.17178946721733
1384,romance,Denise Lee,Nearly thousand could.,2.37,45.16882164517973
1385,scifi,Lauren Marquez,Father near various continue.,1.23,60.220358715105874
1386,comedy,Beth Mccullough,Its its foreign during science car.,2.73,58.94186159449675
1387,romance,Janice Schneider,Ahead really yeah near week fall.,0.8500000000000001,46.18187504098831
1388,documentary,Robert Walters,Receive court paper best up pick.,0.71,55.4813427517134
1389,comedy,Tricia Jones,Meeting after natural still number practice certainly.,2.91,52.12545451875047
1390,scifi,Julie Stanley,Floor five political go without popular newspaper.,2.09,57.298563646175936
1391,comedy,Vanessa Hall,Success hit worry similar modern.,2.3000000000000003,49.532938357264676
1392,scifi,Kenneth Miller,Perhaps religious determine herself relate traditional sign walk.,1.49,53.62983280487565
1393,documentary,Andrew Livingston,Approach executive over expert.,1.77,56.31430115276067
1394,comedy,Shane Hurley,Yard lay role interview partner.,1.55,46.81653359519939
1395,documentary,Mark Harrington,Be old work happen I both.,0.55,48.73639453974667
1396,scifi,Diana Tran,Bring with state.,1.82,38.921421259197444
1397,documentary,Jennifer Smith,Day memory personal room beautiful notice.,0.74,48.90385692967941
1398,scifi,Tina Guerrero,Mrs himself look use light tell.,2.2800000000000002,52.28979020734833
1399,romance,Brianna Taylor,Everybody tell boy yard wife half mother few.,0.30000000000000004,38.050770529434836
1400,romance,Brandon Williams,Wear camera gas huge method often beyond.,2.15,48.674607797660585
1401,romance,Matthew Singh,Police across especially home ever discuss debate.,2.06,42.189917581936406
1402,scifi,Mark Martin,Not official often method rather step movement think.,0.8500000000000001,42.89726945534522
1403,comedy,Ronald Dawson,Above job kitchen service study very source long.,2.1,56.96763384501595
1404,romance,Kaitlin Montgomery,Mission across phone check garden.,1.3699999999999999,58.82347021005861
1405,comedy,Courtney Wilson,Book seven thought me customer add someone.,0.5800000000000001,61.824302605511505
1406,scifi,John Adams,Might civil next tough major deal.,1.25,63.70989436105633
1407,scifi,Dr. Latoya Clayton,Spend trouble compare.,0.64,47.07444339982273
1408,documentary,Elizabeth Gaines,Since treat executive this serve.,1.2,49.52489548048669
1409,scifi,Kenneth Gomez,Break Mr event sit commercial stop.,0.45,39.666144413358616
1410,documentary,Kevin Levine,Dream major show range fill.,1.49,44.97613955290284
1411,romance,David Cuevas,Discuss see performance wear morning.,1.49,60.32882428532926
1412,documentary,Michael Wilson,Leg short defense let data enjoy morning suffer.,1.3599999999999999,54.08503780910344
1413,documentary,Michael Williams,Still bring necessary design forget man ball.,2.0100000000000002,42.592233682203585
1414,romance,Taylor Newton,Of source interview gas task.,2.5,49.11619191837688
1415,romance,Patricia Watkins,Present government cup travel network.,1.64,59.6011341165394
1416,documentary,Ian Pierce,Themselves scene argue music few development note.,0.78,49.819621879303064
1417,comedy,Lisa Graham,Protect management pull task human maintain.,1.23,49.499297666267644
1418,comedy,Jessica Floyd,Give sort performance management treatment seat.,2.79,42.15518383672969
1419,documentary,Sabrina Chapman,Yard none small friend.,2.8000000000000003,49.18992205651196
1420,scifi,Grace Flores,Event police popular.,1.63,42.50483482170114
1421,romance,Tammy Moore,Remember evening must with thought difficult.,0.39,47.227666142415174
1422,romance,Charles Morgan,Do anyone forget Republican.,0.6799999999999999,45.031576437492014
1423,comedy,Paul Murray,Your lot suddenly attention watch sort.,0.41000000000000003,56.764361990495885
1424,romance,Judy Horn,Generation pick speak.,0.27,63.389007973950456
1425,romance,Jason Herrera,Loss either place interview management main federal.,1.01,65.49753674959943
1426,comedy,Antonio Molina,Skill of center popular side.,1.91,51.223513036477684
1427,comedy,Margaret Parsons,Include number oil official learn.,2.2600000000000002,72.5309535721834
1428,documentary,Kyle Dickerson,Laugh close audience.,1.8499999999999999,53.54698552293215
1429,documentary,Daniel Bell,Than institution detail statement travel human beautiful smile.,0.6699999999999999,47.433419307828686
1430,romance,Jennifer Elliott,Spring save care glass radio.,0.5800000000000001,60.510548725429985
1431,scifi,Frances White,Who walk green home.,2.27,35.82502925739114
1432,scifi,Jorge Booth,Meet exist begin protect particularly line.,1.72,44.55669667368881
1433,scifi,Kevin Reed,Wall would read already.,1.08,56.192638391285755
1434,documentary,Richard Holmes,Quickly goal kind political his between least.,1.65,35.316400526276105
1435,romance,Christina Schroeder,Politics city ready these small firm.,2.1,26.46725393989117
1436,documentary,Jonathan Garza,Industry yard political book staff.,0.46,50.90134144996752
1437,comedy,Kaitlin Chan,Most despite recently rule with must.,1.76,51.443542212363475
1438,scifi,Meghan Johnson,Clearly nation event ask as.,0.23,47.94852853069052
1439,romance,Bailey Brown,Figure everything group why development not method agreement.,1.72,57.06417199292155
1440,scifi,Kevin Solomon,College may full someone ok either.,1.97,44.56300387444022
1441,scifi,Megan Sheppard,Happen though main.,3.1,42.44543766741455
1442,romance,Robert Flores,Ask choice against same myself.,2.0100000000000002,45.309622898666134
1443,comedy,Victoria Burton,Fall health also table argue.,2.4400000000000004,38.61521822640417
1444,comedy,Javier Swanson,Culture drop affect new sister somebody threat study.,1.8699999999999999,44.97183493198705
1445,comedy,Katie Werner,International already gas science.,1.06,46.24203961215851
1446,documentary,Nicholas Marshall,Word future us.,2.12,47.626316353186205
1447,comedy,John Glover,Debate his beyond all watch skill yeah.,0.26,59.10000608603427
1448,scifi,Matthew Rich,Threat check put add.,0.23,54.05494647016735
1449,romance,Tracie Quinn,Unit while call cover might opportunity million remember.,1.05,42.301528801572864
1450,documentary,Jeffery Swanson,Rest movie look high miss until position.,0.72,45.39001146820914
1451,romance,Michelle Ray,How southern product hope focus music fight listen.,2.77,42.42930742899937
1452,documentary,William Wilson,Whom edge visit sometimes.,0.8300000000000001,57.498932749361714
1453,scifi,Sandra Shaw,Establish item enjoy politics government.,2.83,57.46823675677843
1454,scifi,Tammy Hall,Every next customer next finally.,1.96,34.023548148325204
1455,romance,Eric Clark,Some table wish reality man.,0.81,60.70889451755747
1456,documentary,Katelyn Tucker,Than exist almost yourself miss.,2.0700000000000003,50.017541882071676
1457,romance,Zachary Fernandez,Already quality low evidence.,0.37,50.359644287300604
1458,documentary,Trevor Wilson,Black institution important.,2.8400000000000003,46.314479733702754
1459,comedy,Lori Woods,Head herself bag public.,1.51,60.25089232816598
1460,romance,Jeffrey Edwards,Not first each impact I recently eight middle.,0.81,53.60251114534223
1461,documentary,Elizabeth Hensley,Inside set mind across about north.,1.99,66.73309772089058
1462,romance,Samantha Fisher,Establish natural attention.,2.06,70.23290085409445
1463,documentary,Curtis Thomas,Already cover cultural.,0.26,50.82138782795785
1464,comedy,James Montgomery,Laugh nice store sort.,1.29,50.62422194334226
1465,documentary,Lauren Ellis,Pressure until end two food.,1.75,71.46521546492951
1466,romance,Felicia Ray,Now study floor southern international theory.,0.29000000000000004,51.56707331223884
1467,romance,Kathleen Price,Reflect research full him.,0.22,50.99426109681854
1468,comedy,Dawn Stewart,Long deal it forward late.,1.5,38.04620962065166
1469,documentary,Morgan Wong,Event just military sound.,0.65,47.974235179659956
1470,comedy,Terri Hayes,Again training full price.,2.6900000000000004,36.85276138955605
1471,comedy,Julie Rodriguez,Billion series power approach record you garden.,2.08,49.53880275772412
1472,documentary,Kelsey Romero,Up power anything now option theory certain most.,1.65,36.955367927162655
1473,documentary,Sandra Moore,As worry home.,2.11,72.23979893622034
1474,scifi,Kelly Hall MD,Stuff best against player base.,1.54,50.72316810060887
1475,romance,Michael Mercado,Campaign although plan eat goal.,3.1,37.84409262691645
1476,documentary,Melissa Watson,History anything like dream say herself door this.,1.15,52.08407507749905
1477,comedy,Olivia Farmer,Series simply wonder learn knowledge professional.,0.38,59.48763839901302
1478,scifi,Christopher Mills,Sport ground production itself section begin contain.,1.27,49.800475861492295
1479,scifi,Kimberly Garner,These sometimes teacher test power so.,0.8800000000000001,49.48927563152441
1480,documentary,Kevin Porter,Rather likely Congress lot wife thousand particularly share.,1.5799999999999998,52.28903398677155
1481,scifi,Melissa Leon,Position official loss eat chance teacher.,2.6100000000000003,57.820715789752036
1482,scifi,David Acosta,Poor challenge size first according.,0.6699999999999999,41.86039555021053
1483,scifi,William Potter,Performance seat think.,2.83,40.142957134712404
1484,documentary,Henry Richardson,Consumer peace phone chair.,0.8700000000000001,46.64956333139652
1485,documentary,Elizabeth Taylor,Indicate song beat.,2.0100000000000002,53.25542575217662
1486,documentary,Lauren Hall,Agent Congress stay property player south us.,2.7800000000000002,33.08291817537254
1487,romance,Kathleen Adams,Single benefit past while article last but.,0.43000000000000005,57.3709609616501
1488,scifi,Michael Meyer,Improve foot control pick until police with note.,2.7,53.35111653917621
1489,comedy,Christopher Mcbride,Know happen beat lay.,2.3000000000000003,51.550239098872844
1490,comedy,Kathy Rogers,According coach blue skin.,0.34,40.588270482969236
1491,scifi,Jeremy Garcia,Ten listen case interest agreement.,2.93,46.02374499807918
1492,romance,Dana Cox,Old better also worry up dinner.,0.37,45.80402090380021
1493,documentary,Thomas West,Its mind suddenly a.,1.64,23.157171426603508
1494,romance,Michelle Clark,After kid talk bill part vote.,1.04,56.59724211753134
1495,comedy,Trevor Richmond,Fish deep determine campaign season animal.,0.48000000000000004,45.93853578128913
1496,scifi,Timothy Wells,Not receive recognize color employee senior us bring.,2.15,53.40928128364335
1497,documentary,Christian Jackson,Understand miss herself professional eye player.,1.75,44.20947771530232
1498,documentary,John Berger,Today feeling science.,3.0100000000000002,47.017923829278054
1499,romance,Joseph Mccormick,Himself citizen far necessary everything during.,1.66,42.41459664929714
1500,romance,Denise Soto,Good pattern ten society claim central collection.,0.28,53.48468225379857
1501,documentary,Sean Martin PhD,City center federal cost this coach.,2.4000000000000004,43.29136599322252
1502,scifi,Michael Kline,Generation protect however finish fall him move several.,1.64,47.469170882812286
1503,documentary,Donald Guzman,Need property treat deal or.,0.8700000000000001,24.647996299767875
1504,documentary,Melanie Leblanc DDS,Police start person attorney lead.,0.33,47.19710116988203
1505,romance,Julia Nixon,Effect environment town market.,0.77,54.312017963581646
1506,comedy,Susan Henson,Decide fill like ground off hear.,1.64,34.75792581779571
1507,romance,Robin Allen,Could speech stay song.,0.77,56.344446057469014
1508,comedy,Lauren Walker,Many strategy allow think.,1.02,58.2807834578033
1509,comedy,Mark Barnes,White probably live yourself science add manager.,2.7600000000000002,41.46236976092767
1510,scifi,Howard Savage,Police lot affect make well.,1.44,51.65963336976434
1511,scifi,Dennis Collins,Language forward spring energy.,1.79,53.796218781474636
1512,scifi,Melinda Harrison,Must face easy hotel write responsibility.,1.82,52.815168723537255
1513,comedy,Jennifer Lopez,Question whom work dark month here enter.,0.41000000000000003,44.500554458742876
1514,scifi,Joshua Sloan,At time think.,1.6199999999999999,53.95941299858669
1515,documentary,Nicole Parker,Between food determine painting.,2.3200000000000003,32.373958092161914
1516,documentary,Patricia Davis,Charge quality situation history TV mother.,0.51,39.95037998445126
1517,scifi,Brian Dean,Level available painting poor realize.,0.51,59.83208624361256
1518,scifi,Donald Hopkins,Benefit sea public central.,0.38,46.04789860645101
1519,documentary,Paul Scott,Same choice when trip process.,1.7,59.09090183423209
1520,romance,Jordan Cook,Important too final its spend.,0.29000000000000004,49.40484980619299
1521,scifi,Kyle Herrera,Although woman picture point suggest right attention.,1.99,44.65067512366961
1522,romance,Carol Floyd,Relate to evening debate speech.,3.1900000000000004,41.916280671370785
1523,documentary,Mary Spence,Rich activity response heavy administration.,2.9200000000000004,67.75671647605711
1524,comedy,Derrick Davis,Customer employee hit late professional democratic property.,0.55,39.31553795203938
1525,comedy,Barbara Spencer,Today financial company group significant.,1.3,44.85669530786647
1526,comedy,Cody Johns,Indeed care run tree rate church radio.,2.52,43.978320505848124
1527,scifi,Dr. Heidi Ramirez,Short easy land feel evening case little.,0.8200000000000001,58.226587330331746
1528,romance,Ricardo Fletcher,Move actually remember special still.,0.69,72.8712161403659
1529,comedy,Debra Brooks,Rise need fear teacher play.,1.77,67.61495934623011
1530,comedy,Andrew Pierce,Walk subject sport prepare run score.,0.4,31.80260161257189
1531,comedy,James Decker,Guy next because yourself.,1.64,41.614989408248675
1532,romance,Jacob Harris,Around cell edge include.,3.16,46.09182511707185
1533,scifi,Tonya West,Key family should left significant.,1.91,34.95415703710939
1534,romance,David Williamson,Type soldier ten social direction.,3.06,44.768830465883326
1535,documentary,Lynn Baker,Lose painting local church.,2.56,57.908778470508025
1536,comedy,Kevin Ryan,Explain bring simple American sign particularly.,2.91,48.17272390624229
1537,romance,Katie Berry,Start change Mr unit.,2.49,61.893079284760184
1538,comedy,Emma Peterson,Worker mind including art it.,0.8400000000000001,45.39016201994182
1539,documentary,Colleen Novak,Whose born that measure ground college.,1.46,47.64662119331004
1540,comedy,Larry Casey,Effort animal letter already Republican unit.,1.95,45.80327154307377
1541,romance,David Velez,Realize can direction hear voice.,1.73,69.77927680978934
1542,scifi,Courtney Walsh,Month truth prevent daughter its.,2.2,54.84392877928133
1543,comedy,Lisa Ballard,Hundred ask food opportunity find activity something.,1.1,35.114481076713545
1544,scifi,Logan Bell,Able own way.,0.51,50.597145703791995
1545,comedy,Nancy Young,Expert health early walk or enter hit.,1.94,31.680697005668883
1546,scifi,Carol Johnson,Animal positive job campaign provide information result.,0.38,50.12808783504225
1547,scifi,Travis Walsh,Write mother manage fine energy figure.,0.8300000000000001,53.27896324220126
1548,romance,Julia Meyers,Later when laugh those professional.,1.6099999999999999,52.18137278150483
1549,comedy,Jillian Clark,Close contain yeah finish pick.,2.8600000000000003,36.71719850484117
1550,comedy,Kenneth King,In work else pass.,0.8600000000000001,62.78113608215498
1551,scifi,John Oconnor,Western we whole.,0.56,52.557570791244004
1552,scifi,Christopher Weber,Right stuff cover drive husband.,1.3499999999999999,56.5459737529324
1553,comedy,Ryan Pineda,One entire last teach experience.,0.6699999999999999,31.631605664794474
1554,comedy,Mrs. Pamela Oneal,Study home wish enough.,2.0300000000000002,59.96577674867048
1555,comedy,Katrina Lane,During these professor still should treatment set.,1.78,34.814804796813036
1556,romance,Shane Robinson,Morning official former air now hit language back.,1.56,46.634119381059534
1557,documentary,Evan Miller,Today current upon each.,2.74,55.701254392536406
1558,scifi,Troy Lewis,Executive south oil trouble mission if.,2.6700000000000004,45.11446966384985
1559,romance,Larry Smith,Lot human far vote use usually what language.,1.8,47.43952157949745
1560,scifi,Ian Vega,Close clearly myself security.,2.81,43.945721230167536
1561,comedy,Nicholas Velazquez,Task democratic easy sport why try.,2.8800000000000003,50.43145595048974
1562,romance,Teresa Morrow,Organization this fill charge.,0.28,27.6336177748573
1563,romance,Carolyn Tran,Same middle school third owner audience.,0.8600000000000001,48.831132792091225
1564,romance,Kathleen Jensen,Process behind group political.,3.1100000000000003,78.91862031032267
1565,documentary,Samantha Bautista,Maintain between than argue red arm.,2.3600000000000003,56.31941626283258
1566,scifi,Elizabeth Riley,Place same interview artist peace media.,0.81,46.46390685994242
1567,comedy,Jeffrey Larson,Wrong apply among turn blue join.,1.7,62.315948858427234
1568,comedy,Dr. Catherine Morrow MD,Of prevent be adult.,1.79,48.415023663058804
1569,scifi,William Townsend,North deal seem image up.,1.52,60.21231776683881
1570,comedy,Denise Rojas,Bank student national mean despite yourself.,1.22,57.345895637323125
1571,comedy,Kenneth Baker,Rise all room way they.,1.27,62.01715404829409
1572,romance,Jeff Walters,Information best training.,2.13,37.49855650150619
1573,scifi,Philip Marsh,Also will argue ask.,2.4400000000000004,47.31422706433806
1574,comedy,Taylor Ferrell,Finally information central claim follow hundred book expert.,2.9400000000000004,45.37945708405017
1575,romance,Eric Pittman,Party energy lose short particular.,2.06,46.48572419341979
1576,romance,Kiara Smith,Remain trip feel take bar same.,1.05,63.607027791133724
1577,romance,Joshua Deleon,Morning expect tax particularly everyone study else.,0.94,49.0712545115977
1578,romance,Geoffrey Gaines,Month eat piece above former.,2.39,64.60056747690047
1579,romance,Miss Rachel Moore MD,Part month enjoy knowledge interview tough key especially.,0.64,47.99878880410346
1580,romance,Lori Mcdaniel,Image thought story college product travel.,1.45,54.39569321337813
1581,scifi,Lawrence Wyatt,Best recognize effort animal.,2.98,39.27968872511173
1582,romance,Tricia Mathis,Indicate beautiful suffer oil interview area truth.,3.02,34.74354870915899
1583,romance,Tyler Higgins,Here science create green while big.,2.2800000000000002,25.08616665127493
1584,comedy,Brittany Lamb,Smile prove popular strategy.,1.79,40.1472877013239
1585,scifi,Anna Lopez,Respond place open the agency worker idea.,1.07,59.61053460287966
1586,scifi,Matthew Wells,All able may area view least reveal.,2.3400000000000003,45.40773740892797
1587,scifi,Paula Wong,Follow record step goal place.,0.8300000000000001,53.39702831239199
1588,romance,Tiffany Rodriguez,Consider age marriage finish.,1.31,47.8542086764512
1589,romance,Erin Clark,Over some natural picture star.,2.29,51.15719340242782
1590,comedy,Benjamin Yang,Occur Congress environmental happen claim experience time five.,3.1700000000000004,54.48453979337336
1591,documentary,Alice Arias,Young fear smile board into.,0.8,48.52537620253204
1592,comedy,Cynthia Hunter,Machine arrive stuff drive.,2.5500000000000003,38.889860309106325
1593,comedy,Miranda Harding,Example of song just if beyond service.,1.51,53.01001016277179
1594,romance,Adam Parker,Before but direction coach million time.,1.46,40.88990999452736
1595,comedy,Scott Anderson,Billion among tend perform call.,2.87,48.39312915610883
