film_id=1, genre='comedy', director_name='David Dixon', title='Candidate mean cover start environment interview those.', length=1.16, rating=61.00184253535795
film_id=2653, genre='comedy', director_name='Ricardo Rowland', title='Education relationship song paper attorney.', length=0.77, rating=45.47039167490483
film_id=2654, genre='documentary', director_name='Gabriel Thomas', title='Sort return it you possible manager middle service.', length=0.41000000000000003, rating=37.059280626348134
film_id=2655, genre='romance', director_name='Chelsea Miles', title='Manager effect likely per positive past.', length=2.89, rating=47.163813090157475
film_id=2656, genre='comedy', director_name='Hayley Brown', title='Tough suggest car dog too.', length=2.41, rating=57.97041489748912
film_id=2657, genre='documentary', director_name='John Padilla', title='Prevent involve woman most individual instead become.', length=0.25, rating=43.604191261522246
film_id=2658, genre='romance', director_name='Daniel Wheeler', title='Work many could news president foreign film.', length=2.95, rating=46.70265613162304
film_id=2659, genre='comedy', director_name='Richard White', title='Thank they audience.', length=1.64, rating=31.13534839590192
film_id=2660, genre='romance', director_name='Tiffany Steele', title='Six language animal audience trouble.', length=1.07, rating=37.93349572349749
film_id=2661, genre='romance', director_name='Brittany Johnson', title='Material which say attack interest day cover tonight.', length=2.22, rating=45.63718229655066
film_id=2662, genre='scifi', director_name='Jeremy Rasmussen', title='Fact themselves activity.', length=2.4000000000000004, rating=45.29447616883487
film_id=2663, genre='documentary', director_name='Jennifer Valenzuela', title='Those cultural myself age finally bill analysis Mrs.', length=2.5100000000000002, rating=42.67276127914323
film_id=2664, genre='scifi', director_name='Amy Taylor', title='Report notice single car apply show support bit.', length=2.99, rating=40.694964681950275
film_id=2665, genre='documentary', director_name='Kevin Obrien', title='Performance law finish tough.', length=2.0700000000000003, rating=41.34249491306709
film_id=2666, genre='romance', director_name='Candice Clark', title='Should material word such outside different.', length=3.1900000000000004, rating=35.237129126536395
film_id=2667, genre='scifi', director_name='Katherine Young', title='Down answer letter.', length=2.18, rating=42.89425188262754
film_id=2668, genre='documentary', director_name='Diane Green', title='Foreign off manager keep.', length=2.09, rating=67.28568238087469
film_id=2669, genre='romance', director_name='Teresa Powell', title='Wish fear then television tough structure ahead.', length=0.73, rating=48.17814220601011
film_id=2670, genre='documentary', director_name='Zachary Perry', title='Act moment open director find.', length=0.8300000000000001, rating=69.79769059239361
film_id=2671, genre='comedy', director_name='Jonathan Webb', title='Across early since buy.', length=2.41, rating=53.48316007545626
film_id=2672, genre='comedy', director_name='Hannah Carroll', title='Kind weight until respond huge case.', length=1.3, rating=57.78531525287597
film_id=2673, genre='romance', director_name='Maria Fisher', title='Technology party smile focus government mention already end.', length=0.73, rating=48.1813013504071
film_id=2674, genre='documentary', director_name='Charles Gutierrez', title='Also resource paper wife perform home what.', length=0.72, rating=51.404236790595135
film_id=2675, genre='romance', director_name='Matthew Owens', title='Campaign produce affect magazine wide participant debate.', length=0.63, rating=59.70519676556274
film_id=2676, genre='romance', director_name='Jennifer Lin', title='Network identify born a.', length=1.7, rating=56.879908945078085
film_id=2677, genre='romance', director_name='Corey Mendez', title='Occur sure drop TV.', length=1.92, rating=64.96744349806328
film_id=2678, genre='comedy', director_name='George Brown', title='Technology professor condition animal share despite concern.', length=1.04, rating=43.66642945839907
film_id=2679, genre='romance', director_name='John Snyder', title='Bit glass certain others their.', length=1.82, rating=59.09718436826324
film_id=2680, genre='documentary', director_name='Jason Edwards', title='Official always range someone student role.', length=2.2600000000000002, rating=43.64392033344968
film_id=2681, genre='documentary', director_name='Kaitlyn Miller', title='Talk huge east.', length=0.53, rating=58.677503992519064
film_id=2682, genre='romance', director_name='Lisa Peterson', title='Bar authority guess back ahead cost wind interest.', length=2.87, rating=49.052527870090096
film_id=2683, genre='documentary', director_name='Benjamin Andrews', title='Miss throw blood ask prevent.', length=2.13, rating=45.46405194654044
film_id=2684, genre='scifi', director_name='Bernard Thomas', title='Available well federal according resource happen scientist weight.', length=2.7800000000000002, rating=56.53389322543042
film_id=2685, genre='romance', director_name='Nathaniel Hernandez', title='Season environmental either machine read around visit.', length=2.9200000000000004, rating=67.0765324150145
film_id=2686, genre='comedy', director_name='Brian Morales', title='Us list building per involve.', length=0.61, rating=55.78524031761068
film_id=2687, genre='documentary', director_name='Charles Mcbride', title='Smile quickly lot new night note.', length=0.21000000000000002, rating=39.318228752822776
film_id=2688, genre='scifi', director_name='Timothy Rodriguez', title='Final member door create.', length=2.89, rating=55.13139369952185
film_id=2689, genre='comedy', director_name='Lauren Shelton', title='Term several use interest key although receive.', length=0.98, rating=65.91837571724572
film_id=2690, genre='documentary', director_name='Jeffrey Williams', title='Become two evidence name design far company.', length=3.1500000000000004, rating=39.06502847684288
film_id=2691, genre='romance', director_name='Ian Scott Jr.', title='Open finish near situation nice.', length=2.45, rating=42.12369141969917
film_id=2692, genre='documentary', director_name='Lynn Hernandez', title='Size fund along field keep their.', length=1.88, rating=44.84373471570039
film_id=2693, genre='romance', director_name='Erin Owen', title='Challenge in everything everything.', length=3.06, rating=69.03788116837083
film_id=2694, genre='comedy', director_name='Stephanie Scott', title='According against white information move.', length=3.08, rating=52.569088370847254
film_id=2695, genre='documentary', director_name='Lisa Lee', title='Grow alone section feeling water idea finish.', length=2.12, rating=44.441506351631055
film_id=2696, genre='romance', director_name='Michelle Burke', title='Someone sell car seem society drug build.', length=1.5, rating=54.20058013180696
film_id=2697, genre='romance', director_name='Monique Montgomery', title='Energy how partner clearly out difficult item.', length=1.07, rating=51.403981232922774
film_id=2698, genre='comedy', director_name='Bobby Avila', title='Or foreign establish language imagine.', length=2.02, rating=35.18177273955425
film_id=2699, genre='documentary', director_name='Angela Barrera', title='Visit strategy expert travel until.', length=0.62, rating=62.04432455402452
film_id=2700, genre='documentary', director_name='Harry Atkins', title='American character school place small firm.', length=2.5300000000000002, rating=53.58115832396693
film_id=2701, genre='comedy', director_name='Alejandro Bryant', title='Just image season why pick.', length=0.77, rating=46.36491128183694
film_id=2702, genre='comedy', director_name='Brenda Daniel', title='Onto bring successful performance form little sort.', length=1.22, rating=57.67448453197444
film_id=2703, genre='scifi', director_name='Michael Key', title='Near pretty mean family computer government.', length=0.22, rating=53.61936675417804
film_id=2704, genre='romance', director_name='Johnny Cowan', title='Resource above nor view ok sister number understand.', length=2.8000000000000003, rating=75.2219092941474
film_id=2705, genre='romance', director_name='Eugene Rodriguez', title='Citizen focus could instead sound doctor industry.', length=2.18, rating=40.651481085472476
film_id=2706, genre='scifi', director_name='George Fletcher', title='Where determine business democratic everybody sometimes.', length=3.18, rating=78.58440153526293
film_id=2707, genre='documentary', director_name='Kelly Farmer', title='Black either land number role take.', length=3.0300000000000002, rating=40.39883178539522
film_id=2708, genre='scifi', director_name='Caitlin Ingram', title='Success decision state its.', length=3.16, rating=63.302005560613736
film_id=2709, genre='scifi', director_name='Mark Medina', title='Interesting main together area challenge.', length=1.55, rating=61.55309402456851
film_id=2710, genre='romance', director_name='Miguel Schneider', title='Generation game analysis hard people.', length=2.19, rating=46.273250480873806
film_id=2711, genre='romance', director_name='Nicole Sandoval', title='Understand their yeah scientist.', length=3.02, rating=40.491605098220155
film_id=2712, genre='romance', director_name='Kevin Hansen', title='Continue will lay interesting debate.', length=2.99, rating=54.64324984115577
film_id=2713, genre='documentary', director_name='James Solis', title='Most determine enough push agency into.', length=1.51, rating=48.10651189479714
film_id=2714, genre='documentary', director_name='Steven Sanders', title='Base listen brother student.', length=0.5900000000000001, rating=55.543406971388535
film_id=2715, genre='scifi', director_name='Anthony Shelton', title='Baby break modern boy stuff.', length=1.91, rating=45.64867886687436
film_id=2716, genre='romance', director_name='John Lynch', title='Society behind less fire while foreign kitchen.', length=0.4, rating=55.31306586846358
film_id=2717, genre='scifi', director_name='Kimberly Daniels', title='Education over wear show agreement.', length=0.5, rating=44.213344673266896
film_id=2718, genre='comedy', director_name='Alexander Garza', title='Evidence security yard so wish improve Mrs.', length=0.44, rating=40.44138654982965
film_id=2719, genre='romance', director_name='Kevin Cordova', title='Understand cost market author in perhaps.', length=3.06, rating=34.595826415524826
film_id=2720, genre='documentary', director_name='Craig Weaver', title='Peace market lot bring thus.', length=0.8899999999999999, rating=34.914982734234194
film_id=2721, genre='comedy', director_name='Candice Gonzalez', title='Teacher indicate across TV this.', length=2.23, rating=32.382688960412835
film_id=2722, genre='documentary', director_name='Shannon Adams', title='Something wrong society life ok product yeah budget.', length=0.9199999999999999, rating=34.12974059485043
film_id=2723, genre='comedy', director_name='Joshua Quinn', title='Step quickly when.', length=2.5900000000000003, rating=61.22937769734588
film_id=2724, genre='scifi', director_name='Christopher Cortez', title='Thank medical design win get collection fast.', length=1.3699999999999999, rating=50.11778394130052
film_id=2725, genre='documentary', director_name='Bobby Reid', title='Song TV include none partner night.', length=2.79, rating=78.14761595182813
film_id=2726, genre='scifi', director_name='Michele Thompson', title='Short necessary lawyer produce like.', length=2.7, rating=58.29386288908367
film_id=2727, genre='scifi', director_name='Edward Hernandez', title='Than white sure four without present listen source.', length=2.5300000000000002, rating=49.08338981080033
film_id=2728, genre='comedy', director_name='Andrea Whitaker', title='Evidence increase serve bit trip.', length=1.54, rating=43.56281937837484
film_id=2729, genre='documentary', director_name='Aimee Mathews', title='Company past surface size agent create.', length=3.14, rating=70.41064088169436
film_id=2730, genre='romance', director_name='Susan Burton', title='Knowledge protect start fly drug wish professor.', length=1.75, rating=45.32211389456147
film_id=2731, genre='romance', director_name='Samantha Juarez', title='Pretty political training nothing north.', length=1.4, rating=44.19927223058847
film_id=2732, genre='comedy', director_name='Joseph Collins', title='Simply blood weight statement.', length=0.8, rating=56.18158385101095
film_id=2733, genre='romance', director_name='Johnathan Pearson', title='Bank him to theory sound always sense bit.', length=2.93, rating=47.476961807055226
film_id=2734, genre='romance', director_name='George Pineda', title='Quality sister know rock consumer.', length=2.11, rating=39.84452837857338
film_id=2735, genre='documentary', director_name='Donna White', title='Responsibility conference money they court.', length=2.93, rating=32.52760980075703
film_id=2736, genre='romance', director_name='Jeffrey Turner', title='Deep write story.', length=2.39, rating=57.634488934835666
film_id=2737, genre='documentary', director_name='Jonathan Rice', title='Happy four win between.', length=2.93, rating=61.15504318955405
film_id=2738, genre='comedy', director_name='Herbert Murray', title='Among without happen single gun.', length=0.54, rating=45.26898684352022
film_id=2739, genre='romance', director_name='Dave Hamilton', title='Candidate collection last claim move ball religious.', length=2.58, rating=60.43937862215411
film_id=2740, genre='scifi', director_name='Brittany Robinson', title='Program their police chance area.', length=1.95, rating=42.08316204873574
film_id=2741, genre='romance', director_name='Justin Nelson', title='Position require can board media.', length=1.29, rating=51.41222134349048
film_id=2742, genre='scifi', director_name='Karen Davis', title='Walk tough others keep news.', length=2.5500000000000003, rating=41.314455308290356
film_id=2743, genre='documentary', director_name='Mariah Wilson', title='Management play American sell.', length=2.23, rating=56.63510000065505
film_id=2744, genre='documentary', director_name='Elizabeth Colon', title='Young money single detail grow away box son.', length=1.8699999999999999, rating=58.23302365834083
film_id=2745, genre='romance', director_name='Margaret Barnes', title='Debate how risk vote listen though.', length=0.98, rating=57.136575306912775
film_id=2746, genre='scifi', director_name='Heidi Singh', title='Account begin knowledge election on.', length=1.82, rating=56.559543511785066
film_id=2747, genre='documentary', director_name='Amanda Knight', title='Board mother ball site degree.', length=0.42000000000000004, rating=43.735398164353875
film_id=2748, genre='scifi', director_name='Rebecca Gonzalez', title='Manage edge that capital.', length=2.58, rating=56.87820685812102
film_id=2749, genre='scifi', director_name='Kayla King', title='Low career table good cover.', length=0.98, rating=65.5098106443245
film_id=2750, genre='scifi', director_name='Colleen Contreras', title='Baby those couple phone agency.', length=1.19, rating=47.49699533403746
film_id=2751, genre='comedy', director_name='Joel Rios', title='Guy on rest you word.', length=0.33, rating=38.31250911744421
film_id=2752, genre='documentary', director_name='Terry Hill', title='Couple firm sense before situation although fine.', length=2.7, rating=64.27914792418602
film_id=2753, genre='comedy', director_name='Michael Cole', title='Bag measure behavior sing same.', length=1.07, rating=48.95178289326818
film_id=2754, genre='comedy', director_name='Matthew Gibson', title='Understand issue weight.', length=0.62, rating=41.05099656032957
film_id=2755, genre='comedy', director_name='Daniel Johnson', title='Study walk business hope interesting statement finish.', length=1.06, rating=39.45315968725261
film_id=2756, genre='comedy', director_name='Jill Medina', title='Beat eat economy government most.', length=2.17, rating=57.34113917450137
film_id=2757, genre='comedy', director_name='Johnny Jackson', title='Everything drug amount live fine stage nothing sing.', length=1.07, rating=69.6910526196447
film_id=2758, genre='documentary', director_name='Brandon Miller', title='Big safe next increase evening college.', length=2.11, rating=49.29678493139326
film_id=2759, genre='comedy', director_name='Mr. Joseph Garrett', title='Sort floor from stuff.', length=2.8800000000000003, rating=48.505011958424454
film_id=2760, genre='romance', director_name='Rhonda Oconnor', title='Adult choose leg time doctor benefit.', length=2.3600000000000003, rating=43.75020902758202
film_id=2761, genre='documentary', director_name='Kelly Morales', title='Suffer party page unit paper something step.', length=0.65, rating=66.37243792048879
film_id=2762, genre='comedy', director_name='Claudia Knight', title='Hope dream throw carry teach participant.', length=0.5, rating=52.487417530249026
film_id=2763, genre='documentary', director_name='Virginia Wallace', title='Yeah herself member window this agreement.', length=2.81, rating=56.90750676905485
film_id=2764, genre='romance', director_name='Mary Davis MD', title='Argue science staff argue learn great public.', length=3.06, rating=41.85538532005552
film_id=2765, genre='comedy', director_name='Richard King', title='Surface usually his.', length=2.5700000000000003, rating=59.27262851601115
film_id=2766, genre='scifi', director_name='Tiffany Joseph', title='Tend ready may difficult instead without.', length=2.8000000000000003, rating=42.62364786674396
film_id=2767, genre='documentary', director_name='Debbie Perry', title='Open pay college.', length=0.63, rating=52.77328559468941
film_id=2768, genre='romance', director_name='Michael Price', title='Positive little region crime PM land early.', length=2.54, rating=56.30935878906845
film_id=2769, genre='romance', director_name='Bobby Johnson', title='One anything write science.', length=2.17, rating=50.22189090425077
film_id=2770, genre='comedy', director_name='Eric Chavez', title='Heart north ever guess.', length=0.8800000000000001, rating=32.79580776952484
film_id=2771, genre='scifi', director_name='Luis Mckinney', title='Security poor society final performance.', length=2.0500000000000003, rating=65.14419011014105
film_id=2772, genre='documentary', director_name='Samuel Williamson', title='Law threat have way on fund.', length=0.78, rating=37.15482507980818
film_id=2773, genre='scifi', director_name='Melissa Baxter', title='Investment most person member like.', length=1.95, rating=59.785807576434514
film_id=2774, genre='scifi', director_name='Amy Erickson', title='Walk college people foreign piece them century.', length=1.5899999999999999, rating=44.60331550341926
film_id=2775, genre='documentary', director_name='Jeffrey Warner', title='Interesting source building shoulder employee know.', length=1.19, rating=49.51414708259563
film_id=2776, genre='scifi', director_name='Jessica Crawford', title='Home painting ask behind big.', length=1.8, rating=46.20939060573188
film_id=2777, genre='documentary', director_name='Katherine Smith', title='Player share foreign natural mention staff hundred recently.', length=1.93, rating=52.85045803794101
film_id=2778, genre='romance', director_name='Phillip Chandler', title='State material human pull work.', length=1.3599999999999999, rating=42.37266274678619
film_id=2779, genre='comedy', director_name='Tina Martinez', title='Sell offer adult pressure.', length=0.52, rating=48.27801434037426
film_id=2780, genre='romance', director_name='Ralph Allen DDS', title='Nice every appear professional.', length=0.24000000000000002, rating=54.29759271628926
film_id=2781, genre='documentary', director_name='Sarah Smith', title='Guess different put TV method as sure.', length=1.48, rating=63.49132735553866
film_id=2782, genre='scifi', director_name='Clayton Rodriguez', title='Remain east table worker join particularly enter.', length=0.4, rating=71.17684652235815
film_id=2783, genre='romance', director_name='Cassandra Obrien', title='Also development door total lead.', length=1.45, rating=64.99134283751299
film_id=2784, genre='scifi', director_name='Trevor Brown', title='Produce defense age customer either health.', length=2.77, rating=57.015429775612745
film_id=2785, genre='romance', director_name='Justin Tucker', title='Site minute likely participant factor front camera.', length=1.38, rating=55.37285478925677
film_id=2786, genre='scifi', director_name='Mitchell Bates', title='Decade protect scene watch figure sign great.', length=1.57, rating=48.044320253162475
film_id=2787, genre='scifi', director_name='Stephanie Martin', title='Fall financial effect company one lead available.', length=2.87, rating=50.60405159408894
film_id=2788, genre='comedy', director_name='Ronald Dickerson', title='Step from produce.', length=2.3600000000000003, rating=46.96601842645164
film_id=2789, genre='scifi', director_name='Dillon Chandler', title='Way degree evening always.', length=0.77, rating=52.983833408809815
film_id=2790, genre='romance', director_name='David Johnston', title='Most property against probably thought.', length=0.98, rating=56.049032591682405
film_id=2791, genre='documentary', director_name='Curtis Huber', title='What citizen pass television exactly.', length=1.3599999999999999, rating=47.96748977196528
film_id=2792, genre='romance', director_name='Andrew Oconnor', title='Third fund close green air.', length=1.3499999999999999, rating=47.16831308438449
film_id=2793, genre='scifi', director_name='Todd Graham', title='Fish authority thought development thank.', length=2.58, rating=51.872426828259385
film_id=2794, genre='documentary', director_name='William Reed', title='Manager lead exactly.', length=0.5, rating=68.51813476834865
film_id=2795, genre='scifi', director_name='Alexandria Larsen', title='Box go four compare.', length=1.72, rating=42.126162636543754
film_id=2796, genre='comedy', director_name='Jason Poole', title='Level young see stock father lot page.', length=2.6900000000000004, rating=59.78813670097001
film_id=2797, genre='scifi', director_name='Katherine Brown', title='Week someone together will newspaper child size.', length=2.8200000000000003, rating=40.38312128223031
film_id=2798, genre='romance', director_name='Mr. Michael Underwood', title='So discover owner amount deal car.', length=2.3600000000000003, rating=45.66488581569971
film_id=2799, genre='romance', director_name='Scott Barker', title='Voice true American plan computer often.', length=1.3699999999999999, rating=28.751696027540014
film_id=2800, genre='romance', director_name='Justin Cooper', title='Threat charge art wife activity and only attorney.', length=1.5799999999999998, rating=56.83891639785528
film_id=2801, genre='documentary', director_name='Pamela Wilson', title='Finally popular partner child benefit require into.', length=2.23, rating=41.76504631120923
film_id=2802, genre='documentary', director_name='April Gilmore', title='Everyone fish almost future small.', length=0.77, rating=42.09369474852033
film_id=2803, genre='scifi', director_name='Dwayne Brown', title='Around exactly whatever official lawyer according audience.', length=1.01, rating=42.74458556081707
film_id=2804, genre='romance', director_name='Willie Moore', title='Firm movement value free feel head argue lay.', length=2.37, rating=46.0599661967813
film_id=2805, genre='documentary', director_name='Luis Smith', title='Nature thousand American it international loss.', length=0.64, rating=49.22157514149132
film_id=2806, genre='romance', director_name='Ms. Dawn White', title='Stop business different him fast.', length=1.68, rating=49.02245900391846
film_id=2807, genre='scifi', director_name='Hailey Foster', title='Wrong serious political particularly Republican election need forward.', length=0.73, rating=64.53055744096518
film_id=2808, genre='documentary', director_name='Joseph Bates', title='Black few strong society hear reach.', length=1.21, rating=49.69306318620559
film_id=2809, genre='comedy', director_name='Angela Hodges', title='Course say watch little fight machine.', length=1.26, rating=51.40388721436349
film_id=2810, genre='comedy', director_name='Aaron Dixon', title='Fact research success summer discover much section.', length=0.8899999999999999, rating=50.94725025762171
film_id=2811, genre='romance', director_name='Jerry Martin', title='Long government suddenly down.', length=2.56, rating=52.82147804167562
film_id=2812, genre='documentary', director_name='Paula Armstrong', title='Recently surface area move pull.', length=1.7, rating=49.968435252098885
film_id=2813, genre='scifi', director_name='Anthony Jacobson', title='Business produce we how tree once factor.', length=2.6700000000000004, rating=58.012433147532484
film_id=2814, genre='comedy', director_name='Eileen Smith', title='Her race impact me our toward American activity.', length=0.7, rating=63.86249982947969
film_id=2815, genre='romance', director_name='Elizabeth Hall', title='Successful program need huge dark.', length=1.08, rating=50.493500965793714
film_id=2816, genre='comedy', director_name='Lee Shelton', title='Relate science economic present knowledge.', length=0.8200000000000001, rating=63.385153212574814
film_id=2817, genre='romance', director_name='William Sparks', title='Light size middle Mr.', length=2.0500000000000003, rating=72.92717499136381
film_id=2818, genre='romance', director_name='Madeline King', title='Strong hold claim exist will fear.', length=0.21000000000000002, rating=60.159995789553136
film_id=2819, genre='romance', director_name='Kelly Herrera PhD', title='Break never present charge mean.', length=1.52, rating=69.71580445071672
film_id=2820, genre='scifi', director_name='Christine Robinson', title='Fund future job imagine expert every.', length=0.4, rating=63.35322196383942
film_id=2821, genre='scifi', director_name='Brandon Perez', title='Picture trade station begin college.', length=1.23, rating=56.074049214172994
film_id=2822, genre='documentary', director_name='Randy Wright', title='Live year for plan boy admit.', length=0.33, rating=59.962058301437125
film_id=2823, genre='documentary', director_name='Dawn Montgomery', title='Just country able paper another.', length=2.48, rating=50.555582257183204
film_id=2824, genre='documentary', director_name='Corey Blevins', title='Congress guess policy cultural should among arm.', length=2.2800000000000002, rating=32.969732007165604
film_id=2825, genre='scifi', director_name='Russell Powers', title='Student between manager affect keep general.', length=2.09, rating=51.076651313279164
film_id=2826, genre='romance', director_name='Timothy Mccarthy', title='Company know fast expect raise mission whole old.', length=3.06, rating=62.91510318447669
film_id=2827, genre='comedy', director_name='Jonathan Smith', title='Popular property change accept.', length=3.0, rating=49.84714204624273
film_id=2828, genre='scifi', director_name='Aaron Fleming', title='Agent key hundred remain.', length=1.8599999999999999, rating=48.058339882920905
film_id=2829, genre='scifi', director_name='Kathryn Charles MD', title='Both another guess region herself age six occur.', length=1.44, rating=47.99166539807828
film_id=2830, genre='romance', director_name='Bridget Morales', title='By work week federal high strategy.', length=2.02, rating=49.416711894224036
film_id=2831, genre='scifi', director_name='Sheri Simpson', title='Your writer relate prepare.', length=3.1700000000000004, rating=39.22132677304918
film_id=2832, genre='romance', director_name='Brianna Mathis', title='Single education turn some follow available hope.', length=2.21, rating=55.271735481966246
film_id=2833, genre='documentary', director_name='Wendy Perez', title='Above everything near continue certainly teach.', length=2.12, rating=39.15699256992142
film_id=2834, genre='romance', director_name='Mark Hill', title='Quality young benefit computer write billion.', length=2.3000000000000003, rating=57.30550749602885
film_id=2835, genre='documentary', director_name='Dr. James Durham', title='Ten fact detail company.', length=1.9, rating=50.13109737487337
film_id=2836, genre='romance', director_name='William Perez', title='Job section shoulder business throw.', length=1.18, rating=61.030034305796974
film_id=2837, genre='documentary', director_name='Melissa Mcbride', title='Floor great approach improve.', length=1.5799999999999998, rating=67.97417756328693
film_id=2838, genre='comedy', director_name='Joseph Hughes', title='Remember state account coach.', length=2.74, rating=43.329591058852806
film_id=2839, genre='comedy', director_name='Mr. Stephen Barker PhD', title='Fight always relationship fear interest manager go five.', length=0.24000000000000002, rating=56.46941996699058
film_id=2840, genre='scifi', director_name='Sarah Adams', title='Key pressure sign high success build.', length=1.68, rating=35.02778510947145
film_id=2841, genre='scifi', director_name='Samuel Barnes', title='Walk painting easy suddenly behind.', length=2.9200000000000004, rating=61.13038951655942
film_id=2842, genre='scifi', director_name='Angela Barron', title='Follow list of capital almost bring that.', length=1.25, rating=42.131197508478586
film_id=2843, genre='romance', director_name='Brandi Cole', title='Talk when after hope back.', length=1.9, rating=40.76404593570035
film_id=2844, genre='documentary', director_name='Megan Thomas', title='Appear rule but economic music.', length=2.47, rating=40.13718164925645
film_id=2845, genre='documentary', director_name='Susan Ingram', title='Than value store.', length=1.39, rating=46.26526993168442
film_id=2846, genre='romance', director_name='Maria Cole', title='Natural environmental method economy suggest new explain way.', length=1.96, rating=56.70108172625159
film_id=2847, genre='romance', director_name='Renee Freeman', title='Forward response structure relationship.', length=2.24, rating=51.34353374506917
film_id=2848, genre='documentary', director_name='Lee Holland', title='Seem create pull grow.', length=0.51, rating=72.38230088620836
film_id=2849, genre='comedy', director_name='Chad Thomas', title='Store case make plan opportunity garden.', length=1.97, rating=48.330646413237645
film_id=2850, genre='romance', director_name='Michael King', title='Treatment owner several shoulder would question north simple.', length=0.35, rating=60.38725264307216
film_id=2851, genre='scifi', director_name='Kevin Thompson', title='Score popular fire now sister hope run.', length=0.5900000000000001, rating=34.26006488538778
film_id=2852, genre='comedy', director_name='Diana Hall', title='Story media deep purpose herself magazine response.', length=1.4, rating=46.69787735744946
film_id=2853, genre='romance', director_name='Samantha Mueller', title='Boy woman song various travel of.', length=1.74, rating=49.1997272850876
film_id=2854, genre='romance', director_name='Stacy Wise', title='Sell old actually chance voice away.', length=3.14, rating=50.91129756749375
film_id=2855, genre='comedy', director_name='Julie Krause', title='Where identify sound.', length=3.08, rating=40.612860201080835
film_id=2856, genre='documentary', director_name='Eric Duarte', title='Close late leg age some.', length=2.79, rating=46.7349480461931
film_id=2857, genre='romance', director_name='Colleen Lang', title='Station personal risk process traditional.', length=0.74, rating=40.04868915384988
film_id=2858, genre='scifi', director_name='Duane Aguirre', title='Statement series in unit lawyer over.', length=2.97, rating=63.9514400742292
film_id=2859, genre='comedy', director_name='Justin Kirk', title='Traditional and we enough now toward.', length=2.15, rating=40.87026198557034
film_id=2860, genre='documentary', director_name='Walter Barnes', title='Focus employee human.', length=1.79, rating=74.44500115769011
film_id=2861, genre='comedy', director_name='Robert Campbell', title='Receive life collection require sometimes explain provide.', length=0.28, rating=54.15162774965493
film_id=2862, genre='documentary', director_name='Benjamin Booth', title='General pretty early billion economic between.', length=1.41, rating=45.362457808401
film_id=2863, genre='documentary', director_name='Mr. Samuel Meyer Jr.', title='Kid base interesting recently.', length=3.0900000000000003, rating=66.93342836222689
film_id=2864, genre='documentary', director_name='Kaitlyn Phillips', title='Nature life music truth sort significant interview night.', length=2.21, rating=59.729502497258224
film_id=2865, genre='documentary', director_name='Patricia Williams', title='Son order administration already husband task few.', length=1.71, rating=62.30515305228043
film_id=2866, genre='documentary', director_name='Tonya Cooper', title='Build leg opportunity.', length=1.22, rating=33.508389184215304
film_id=2867, genre='comedy', director_name='Brandon Perez', title='Bill project take group call range.', length=2.6, rating=55.14256418875348
film_id=2868, genre='romance', director_name='Renee Bush', title='Carry American behind approach at learn teacher.', length=1.5, rating=62.64529046626563
film_id=2869, genre='scifi', director_name='Michelle Pitts', title='Mission fear family board behavior bring big.', length=3.1900000000000004, rating=48.12640527478645
film_id=2870, genre='documentary', director_name='Virginia Carroll', title='Reflect spend art fine.', length=2.39, rating=53.27148248553834
film_id=2871, genre='documentary', director_name='Robin Wilson', title='Suddenly night political professor finish sing.', length=2.85, rating=59.19372574278669
film_id=2872, genre='scifi', director_name='Raymond Coffey', title='Smile per bed side allow good region.', length=1.25, rating=55.295933272814345
film_id=2873, genre='comedy', director_name='Brian Hartman', title='Plan type discover turn.', length=2.6100000000000003, rating=50.75831231901536
film_id=2874, genre='romance', director_name='Holly Rogers', title='Ground test as everyone front ever a.', length=2.24, rating=50.03737163642409
film_id=2875, genre='comedy', director_name='Kim Lopez', title='Like address author each tree.', length=2.09, rating=53.983415878714624
film_id=2876, genre='comedy', director_name='Timothy Smith', title='Not eye eye guess near carry body.', length=2.19, rating=56.60944619326668
film_id=2877, genre='scifi', director_name='Dr. Margaret Cook', title='Increase surface take moment.', length=0.48000000000000004, rating=50.408488206354995
film_id=2878, genre='romance', director_name='Julia Sharp', title='Present get north capital quality.', length=0.79, rating=52.17749147209604
film_id=2879, genre='scifi', director_name='Thomas Bowers', title='Try leader focus time.', length=0.42000000000000004, rating=43.403287828437605
film_id=2880, genre='romance', director_name='Courtney Huff', title='Agency within response them marriage tonight common.', length=2.75, rating=58.911746843084245
film_id=2881, genre='documentary', director_name='Aaron Morgan', title='Current person since act movement fill.', length=2.9000000000000004, rating=50.514594203887015
film_id=2882, genre='scifi', director_name='Amy Dominguez', title='Watch family dog national.', length=1.74, rating=64.66975232465822
film_id=2883, genre='romance', director_name='Lisa Lee', title='Develop little old hold teach.', length=1.95, rating=67.59664793738587
film_id=2884, genre='documentary', director_name='Kristina Davis', title='Laugh adult onto tonight owner.', length=2.62, rating=49.246521130559834
film_id=2885, genre='scifi', director_name='Michael Carpenter', title='Strategy goal environmental career.', length=2.4200000000000004, rating=58.061801004619355
film_id=2886, genre='scifi', director_name='Ashley Morales', title='Still maybe teach ready memory.', length=2.91, rating=45.41021460400523
film_id=2887, genre='scifi', director_name='Andrew Davis', title='Activity strategy return instead center add.', length=1.8399999999999999, rating=44.899233551762414
film_id=2888, genre='romance', director_name='Kevin Andrews', title='Specific home dream score six.', length=2.0100000000000002, rating=42.12980224174812
